157,Their whole family is moving house.,他们全家人要到别的地方去住了。,in nahng tsit gei lahng ai kuh bahq ei soh tsai kia liau 。,Done,,,,,
158,"I asked him to rest and recuperate, don't think too much into it.",我让他安心养病，别想得太多。,ua kio i ho ho hiu seiq ，mai siung gah tsue 。,Done,,,,,
159,He moved out from the apartment with his family to live alone.,他搬出来一个人住了。,i bua tshut lai tsit ei lahng kia liau 。,Done,,,,,
160,I should follow the doctor's advise to recover soon.,我应该按照医生的话去做，身体才会好。,ua in gai tia i seing gohng ei ue ki dzo ，sim tei gah ei ho 。,Done,,,,,
161,I have found a new residence and will be moving away tomorrow.,我已经找到了房子，明天就搬走。,ua i geing tsue tio tsu liau，mia dzai tio bua 。,Done,,,,,
162,"I called him, but he did not respond.",我叫他的名字，可他没回应。,"ua gio i ei mia , i bo ing ua toh tuhng。",Done,应我回来,,,,
163,My new neighbour moved over from another city.,我的新邻居是刚从别的城市搬来的。,ua ei sin gei pia si bahq ei soh tsai bua lai ei 。,Done,,,,,
164,"I asked my friend for a favour, and he agreed.",我请朋友帮个忙,ua tshia ua peing u tau kah tsiu tsit ei,Done,,,,,
165,I have moved house several times due to work reasons.,因为工作的关系，我已经搬了好几次家了。,ing ue kahng kei ei guan hei，ua i geing bua tsin tsue bai tsu liau 。,Done,关系,,,,
166,She always dresses up before leaving the house to look more presentable.,她出门喜欢穿得漂漂亮亮,i tshut muhng su kah tseing kah sui sui,Done,,,,,
167,The people who moved in recently treat their neighbours well.,刚搬到我家隔壁的那家人对邻居很友好。,gahm gahm bua lit lai ei lahng tui i ei gei bia tsin dzia ho 。,Done,,,,,
168,He runs for half an hour round the track every morning.,每天早晨他都绕着操场跑半个小时。,tahq lit tsah khiq i ki tsau pua tiam dzeing 。,Done,,,,,
169,This is the only correct answer to the question.,这个题目只有这一个正确答案。,tsi lei buhn tue bah lu u tsi tsit ei dahq ahm,Done,dahq ahm,,,,
170,We have lessons together,我们俩在一块儿上课。,lah nahng nuhng ei ki so siang ei o tuhng,Done,,,,,
171,Let's switch on the TV to watch the news.,我们开电视看看新闻吧。,ua nahng kui dian si ki kua sim mun,Done,,,,,
172,This secondary school has around 20 classes. ,这所中学一共有二十多个班。,tsi ei tioong u ti tsahp gui ei bahn,Done,,,,,
173,I have decided to return to my home country in a few days.,我已经打算好了，过几天我就回国。,ua i geing siu ho liau ，gue gui lit ua tio teng tsu。,Done,,,,,
174,Let's go for a walk by the pond after dinner.,吃完晚饭，咱们去小湖边儿绕一圈儿吧！,tsiaq uan buhng ，lah nahng ki ho bi gia gui kuan ！,Done,,,,,
175,What do you plan to do after graduating from university?,大学毕业以后你有什么打算？,tua o biq giahp au le u si mi pah suhng？,Done,,,,,
176,He is the youngest child in this class.,他是这个班里年纪最小的学生。,i si tsi lei bahn lai bin siang sue ei hahq seing 。,Done,,,,,
177,What is the solution to this problem?,这个困难怎么解决?,tsi lei buhn tue ahn dzua gai guat?,Done,,,,,
178,"She went to make a call, and will be back soon.",她打电话去了，一会儿就回来。,i kah tian ue ki liau ，it bahn nia tio teng lai liau 。,Done,,,,,
179,"I was afraid he was tired, so I let him rest for awhile. ",我怕他太累，所以让他休息一会儿。,ua kia i tsin sian ，soh i hoh i hiu seikq tsit ei。,Done,,,,,
180,My child studies under that teacher.,我的孩子在那位老师教的班。,ua ei giah te hiq ei lau shi ei bahn。,Done,,,,,
181,I boarded the wrong bus as I was not familiar with the city.,我不熟悉这个城市，结果搭错了车,ua bue seik tsi lei so tsai，so i tah sah lah tsia ,Done,sah lah,,,,
182,"The long distance bus just left, and the next one is in one hour.",长途公共汽车刚开走一班，下一班一个小时以后到。,"tsi lei tsia gahm gahm dzau kuh, leing uai tsit ei ai tsit diam dzeing gah gau",Done,,,,,
183,"This question is too difficult, nearly no one can think of the answer.",这个问题太难了，几乎没人想得出答案。,tsi lei bun tue gue kahng koh liau ，bo lahng siung ei tshut dahq ahm。,Done,,,,,
184,"Oh no, I forgot to lock the door when I left the house this morning!",糟了，我今早出门时忘了锁门！,"tsia laht, ua gin lit tshut muhng si bue ki gia so si",Done,,,,,
185,The teacher is looking at the students' question paper.,老现正在看学生们考试的答卷。,,Done,,,,,
186,The plane is leaving in 24 minutes.,这班飞机二十分钟后起飞。,tsi ei bue gi ti tsahp hun dzeing au tiu ai bue liau,Done,,,,,
187,I asked them how Xiao Ming was.,我问他们小明最近怎么样。,ua muhng in nahng siau ming tsue gin ho bo。,Done,,,,,
188,The first bus leaves at 5am.,早上第一班公共汽车五点发车。,dzah khiq tau tsit deing tsia goh tiam gia 。,Done,,,,,
189,"He wrote an article on his computer, and is printing it right now.",他用电脑写了一篇文章，正在打印。,i iong tian nau sia tsit pian tso un，tsit tsun te ying。,Done,,,,,
190,The last train that goes to that city from this leaves at 8pm,最后一班从这个城市开往那个城市的火车晚上八点开车。,lo bei tsit deing ki hiq lei so tsai ei hue tsia ahm mei pue tiam gia,Done,最后,,,,
191,"He is sleeping, and if I knock, I will disturb him.",他在睡觉，我去敲门会打扰他。,i te kun ，ua ki kui muhng ei tsah tio i 。,Done,,,,,
192,I plan to take the next flight to Shanghai.,我打算乘飞机去上海。,ua siu ai dzei bue gi ki siong hai。,Done,,,,,
193,"I was afraid you weren't aware, hence I came to inform you.",我怕你不知道，所以来告诉你。,ua kia le bei hiau ，soh i lai gah le gohng,Done,,,,,
194,I couldn't come up with an answer even after thinking for a very long time. ,我想了半天还是找不到答案。,ua siung liau pua lit ge si tsue bue tio dahq ahm。,Done,,,,,
195,I have to settle some things in the afternoon.,我下午有事要做。,ua ei bo u dai dzi ai dzo。,Done,,,,,
196,"He needed to attend to an emergency matter, hence he informed everyone that the plan for tomorrow had changed.",他要办一件很急的事儿，因此通知大家明天的计划变了。,,Done,,,,,
197,The manager put me in charge of advertising.,经理让我去办一下儿广告方面的事情。,geing li hoh ua tsoh gohng go ei ming gia 。,Done,,,,,
198,The class monitor did a good job organizing the class for the party.,这次组织同学们参加晚会的事儿，班长办得很好。,tseiq bai 组织同o 们参gei ua ei ei si 儿，班长办gah tsin dzia ho 。,Done,,,,,
199,"I have too many things to handle, thus I might not be able to finish this tonight.",事情太多了，今天可能办不完。,ming gia tsin tsue liau ，gin lit ko lian dzo bue uan 。,Done,,,,,
200,He is capable of doing many things.,他很强，什么事都会做,i tsin kiang，si mi tai dzi mah ei hiau dzo。,Done,,,,,
201,He plans to go overseas and is settling his passport right now.,他要出国，目前正在办护照。,i ai tshut gohk，tsin tsue te dzoh passport。,Done,,,,,
202,He is applying for a visa and has to fill in a form and pay fees.,他在为得到护照做一些有关的事情，像申请、填表、交费等。,i dzoh passport ai seing tshia 、tiam form、heing lui。,Done,,,,,
203,You have to obtain a visa in order to go to that country.,你得先办签证才能去那个国家。,le ai seing gia visa gah ei sai ki hiq lei gohk gah 。,Done,,,,,
204,That student has very good grades.,那个学生的成绩很好,hiq lei hahq seing ei seing git tsin dzia ho ,Done,,,,,
205,The new student needs to complete some procedures. ,新学生需要办一些手续。,sin hahq seing ai dzoh tahn bo 。,,,,,,
206,"Registration has been completed, you can participate in the competition now.",报名手续已经办好了，你可以参加这次比赛了。,ua gah le bo mia liau ，le ei sai kuh bi sai liau 。,Done,,,,,
207,He kept the book his parents gave him.,他一直受着父母送给他的那本书。,i it tiq siu tiau pei bu hoh i ei hiq bun tsei 。,Done,,,,,
208,"He is still holding on to the book, and hasn't given or thrown it away.",那本书还在他那儿，没有扔掉,hiq bun tsei ge te i hiq tau，bo hi gaht,Done,扔掉,,,,
209,I still keep a few photos of me when I was young.,我现在还受着几张自己小时候的照片。,ua dzi dzun ge siu tiau gui tiu kah ki sue hahn ei siu。,Done,,,,,
210,This city kept many of the old constructions so that others can learn about its past.,这个城市受了很多古老的建筑，让大家可以了解城市过去的样子。,tsi lei sia tsi u tsin tsue gu ei geing deiq，hoh lahng liau gai tsit tau gu dzah si ah dzua kuan。,Done,城市 sia tsi,,,,
211,I have kept all my friends' letters instead of throwing them.,好朋友以前给我写的信我都受了。,ua gu dzah ei ho peing u sia hoh ua ei pue ua long tsong u siu tiau,Done,,,,,
212,"I have kept my first watch until now,",这是我的第一块手表，我把它受到今天。,tsi si ua tau tsit ei tsiu bio，ua siu kau gin lit 。,Done,第一个，手表,,,,
213,He normally ends work in the evening.,他一般傍晚才下班。,i peing siong si tsin ua gah pahng kahng。,Done,一般，下班,,,,
214,The sky is dark when he gets off work.,他下班的时候天快黑了。,i pahng gahng ei si dzun tiu tsin oh liau。,Done,,,,,
215,He goes for a stroll before dinner every evening.,他每天晚上吃饭之前会出去走走,i tahq lit ahm mei tsiaq buhng dzeing ei tshut ki kia kia,Done,,,,,
216,"He was afraid I couldn't understand, hence he spoke very slowly.",他怕我听不懂，所以说得很慢。,i kia ua tia bue meing beiq，soh i gohng gah tsin dzia bahn 。,Done,,,,,
217,I love the scenery when the sun sets.,我最喜欢傍晚的景色，特别是太阳刚下山的时候。,ua siang su gah kua tai iang lo sua ei si dzun 。,Done,太阳,,,,
218,I had rice and fish for lunch.,我中午吃了米饭和鱼。,ua ei dau si tsiaq liau buhng gah hi。,Done,ei dau，鱼,,,,
219,I am meeting my friend at 6 in the evening today.,我刚才看到我的朋友,ua tau seing kua tio ua ei peing u,Done,,,,,
220,"If you lie on the ground, you can hear sounds from far away.",你趴在地上，就能听见远处的声音。,le te bahng toh kah，tio ei sai tia tio tsin huhng ei sia 。,Done,,,,,
221,"Have more food, it is delicious.",多吃一点，菜很好吃！,"gei tsiaq tiam bo, tsai tsin ho tsiaq！",Done,,,,,
222,"Work starts at 8. You arrived at 8.15. You are late,",八点上班，你八点十五分才来，你迟到了。,le peing siong si pue tiam kui kahng，le gin lit pue tiam sah ei ti gah lai ，tsi to liau 。,Done,平时,,,,
223,I am full and cannot stomach anymore food.,我已经吃饱了，什么食物也不要了。,ua i geing tsiaq bah liau ，mai tsiaq liau 。,Done,,,,,
224,I have a stomachache and wish to lie on the bed for awhile.,我胃疼，想在床上趴一趴。,ua ui tia，ua kua ua te min tsuhng te tsit bahn nia。,Done,,,,,
225,He drinks 5 cups of coffee but only eats one meal.,他一天喝五杯咖啡，但是只吃一顿饭。,i tsi lit lim goh bue kopi，tsiaq tsit tuhng buhng nia。,Done,,,,,
226,I love eating Chinese dishes.,我很爱吃中国菜。,ua tsin dzia ai tsiaq tioong gohk tsai 。,Done,,,,,
227,I have always aspired to be a policeman.,我从小就想着当个警察。,sue hahn ei si dzun ，ua siu ai dzoh tsit lei mah tah 。,Done,,,,,
228,"It is very stuffy in the house, open the window to let fresh air in",屋子里空气不太好，开窗户换换空气。,tshu lai min tsin hip，kui tahng ah ua ua kohng ki 。,Done,,,,,
229,You are late.,你来晚了。,le lai ua liau 。,Done,,,,,
230,This house receives plenty of sunlight.,这间房子的阳光很充足。,tsi ei bahng geing ei tsin 。,,,,,,
231,I am sorry for being late for work thrice this month.,这个月上班我迟到了三次，真不好意思。,ua tsi to liau sah bai liau，pai sei pai sei。,Done,,,,,
232,I want an apple.,我要一个苹果,ua ai tsit ei ping goh ,Done,,,,,
233,"You must be punctual for lessons, don't be late,",要按时上课，不能迟到。,tsiong koh ai ei hu，bue sai tsi to 。,Done,ei hu,,,,
234,Today is Monday.,今天是星期天,gin lit si lei bai ,Done,,,,,
235,He has never been late before.,他从来不迟到。,i tsiong lai bo tsi to gue 。,Done,,,,,
236,Germany won the world cup last year.,去年，德国队赢了世界杯冠军。,gu ni ，deikq gohk dui ia liau sei gai bue ei guan gun 。,Done,去年,,,,
237,I have been sick for 2 days now. ,我生病两天了,ua pua bi neng lit liau ,Done,,,,,
238,I like the scenery painted by the trees and rivers in the mountains.,我喜欢山里的树木、流水等构成的景象。,ua su gah sua deing ei tshiu gah tshui tsoh tsit ei ei hohng geing。,Done,,,,,
239,The last time I had noodles was 3 days ago.,我很久没吃面了,ua tsin ku bo tsiaq mi liau,Done,,,,,
240,The scenery here is beautiful. There are mountains and rivers.,这里有山有水，风景很美。,tsi tau u sua u tshui ，hohng geing tsin dzia sui 。,Done,风景,,,,
241,I am 42 this year.,我今年四十二岁了,ua gin ni si tsahp ti hue liau ,Done,,,,,
242,These beautiful sceneries left deep impressions on me.,这些迷人的风景给我留下了深刻的印象。,bi lahng ei hohng geing hoh ua lau tiau tsin tsim ei eing siong。,Done,eing siong,,,,
243,"I didn't catch that, please repeat it.",我没听清楚，请你重说一遍。,ua bo tia tseing tsho ，tshia le gei gohng it pai 。,Done,,,,,
244,"That is a scenic location, you should visit it.",那里是著名的风景区，你们该去看看。,hiq tau ei hohng geing tsin tshut mia，nin nahng ki kuah kuah 。,Done,,,,,
245,"Stop hiding, I have already spotted you.",别藏了，我已经看见你了.,mai bi tiau liau ，ua i geing kuah gi le liau .,Done,,,,,
246,The tourists were overjoyed when they saw the beautiful scenery.,游人看到这些美丽的风景时，高兴极了。,游lahng kuah tio tsi 些sui 丽ei 风景si ，hua hi 极liau 。,,,,,,
247,She hid my book.,她把我的书藏起来了。,i bah ua ei tsei bi khi lai liau 。,Done,藏,,,,
248,This cup of fruit juice costs 70 cents.,一杯果汁七毛钱,tsit bue gue dzi tsahp ai tshit kahk,Done,,,,,
249,She hid the book somewhere I couldn't find.,她把书放在我找不到的地方了。,i bah tsei pahng te ua tsue bue tio ei soh tsai liau 。,Done,,,,,
250,This tree has 9 leaves.,这棵树有九片叶子,tsi liap tsiu u kau pi hio ,Done,,,,,
251,The kid hides when he sees strangers.,这孩子看到不认识的人就到处躲。,tsi giah kuah tio bue lin si ei lahng tio tio 处躲。,,,,,,
252,"To travel overseas, you need suffieient money.",你想出国旅行，一定要有充足的钱。,le siung ai tshut gohk tsia hohng，ai u lui 。,Done,吃风／旅行,,,,
253,The dog hid behind the house.,那条狗躲在房子后面。,hiq tsiaq kau bi bahng au bei。,Done,🐶,,,,
254,The shop sells alot of products.,商店里的商品很充足。,tsi ei tiam bue tsin tsue ming gia,Done,,,,,
255,He did something wrong and hid somewhere.,他做错了事，藏着不敢出来。,i dzo tsoh ming gia ，mai hoh lahng tsai 。,Done,,,,,
256,"Without a sufficient reason, it is impossible to persuade them.",没有充足的理由，是不能说服他们的。,i bo ho ei li iu，si bue sai gohng ia in nahng ei 。,Done,理由,,,,
257,"Please pay attention, I am going to repeat what I did just now.",请大家注意看，我现在把刚才的动作重做一遍。,dzu i kuah ，ua gei dzo it pai 。,Done,,,,,
258,My report is very long.,我的报告很长,ua ei bo go tsin dzia tuhng,Done,,,,,
259,"Your homework is too messy, you need to redo it.",你的作业写得太乱，得重写。,le ei gohng ko sia gah tsin luan，bahlik sia 。,Done,功课,,,,
260,I left school at 7.30 pm yesterday.,我昨天去上学，七点半才回家,ua tsah lit ki o tuhng ，tshit tiam pua gah tuhng tsu ,Done,学校,,,,
261,"He didn't get accepted to university this year, and would like to take a retest next year.",他今年没考上大学，想明年重考。,i  gin ni bo ko tio tua o ，siung me ni gei ko。,Done,考上,,,,
262,There was a call for you from Europe just now.,刚才有你一个电话，好像是从欧洲打来的。,tau seing u lahng ka hoh le ，ua kua si au tsiu kah lai ei 。,Done,刚才,,,,
263,Are you full?,你吃饱了吗？,le tsiaq bah bue？,Done,,,,,
264,He is much heavier than he was.,他现在比以前重多了。,i dzi dzun bi gu dzah tahng tsin tsue。,Done,重多了,,,,
265,"My sister has a flu, hence she didn't come to school today.",我的妹妹伤风，所以今天没去学校。,ua ei sio bei siong hohng，soh i gin lit bo ki o tuhng。,Done,伤风，学校,,,,
266,The heaviest box is mine.,最重的那个箱子是我的。,siang tahng ei ahp si ua ei 。,Done,箱子,,,,
267,It is so hot today.,今天气好热呀。,gin lit ti si tsin dzua。,Done,天气,,,,
268,"The box is too heavy, I can't lift it.",这个箱子太重了，我提不动。,tsi lei ahp kah tahng liau ，ua gia bue ki lai 。,Done,,,,,
269,I ate 10 sweets today.,我今天吃了十颗糖果,ua gin lit tsiaq tsahp liap tuhng,Done,糖果,,,,
270,My bag is very heavy as there are many books. ,书包里放了很多书，重得不得了。,tsei bau lai min ah ni tsue tsei ，tahng kau ai si。,Done,,,,,
271,She owns this cat,这只猫是他养的,tsi tsia ngiau si i tsi ei,Done,猫,,,,
272,Is this bag of things heavy? Not really.,这包东西重不重？不太重。,tsi bau ming gia ei tahng bue？bue tsin tahng。,Done,,,,,
273,Students often sit together to discuss many topics.,同学们经常在一起辨论各种问题。,hahq seing muhn ei 辨论各kuan bun tue 。,,,,,,
274,How heavy are these apples? Around 2 kilograms.,这些苹果有多重？大概四斤重。,tsi ei ping goh u gei tahng ？tsah m toh sah gin。,Done,斤,,,,
275,They argued for a whole afternoon regarding who was right and who was wrong.,关于谁对谁错的问题，他们辨论了一个上午。,siang tio siang sah lah，in nahng tsah gui ei boh liau。,Done,对，错,,,,
276,We have a dog.,我们家有只小狗。,lah nahng tsu u tsit tsia kau,Done,,,,,
277,It is almost twelve and they have not finished argueing,要十二点了，他们还没抄完,ai tsahp ti tiam liau ，in nahng ah bue tsah ho.,Done,,,,,
278,Did you know there are digital pets?,现在电脑里面也可以养狗,dzi dzun tian nau lai min mah ei sai tsi kau,Done,,,,,
279,"With different viewpoints, it doesn't hurt to have a debate.",想法不同，辨论辨论没坏处。,siung ei hohng huat bo siang，bian lun tsit ei bo pai tshut。,Done,,,,,
280,"He is almost married, and I am happy for him. ",他快结婚了，我为他感到高兴。,i ai geiq hun liau ，tsin dzia hua hi 。,Done,,,,,
281,I also want to adopt a dog.,我也想养一只狗。,ua mah siung tsi tsit ei kau,Done,,,,,
282,We all enjoy listening to his music.,我们都非常喜欢听他的歌。,lah nahng long tsong tsin dzia su gah tia i ei gua 。,Done,,,,,
283,"siao ming likes to listen to music, he likes to switch on the MP3 player when he is in his room",小明爱听音乐，在房间的时候录音机老开着。,siau ming ai tia eing gahk ，te bahng geing si tahp bai kui eing gahk。,Done,,,,,
284,"I am very tired today, and wish to sleep earlier.",我今天非常累，想早点儿睡觉。,ua gin lit tsin dzia sian ，siung ai tsah tahm po kun 。,Done,,,,,
285,His house is beside the sea. ,他家在海边儿。,i tsu te hai bi。,Done,海边,,,,
286,"This movie is good, I have watched it thrice already.",这部电影非常好看，我看了三遍。,tsi tsu hi tsin dzia ho kuah ，ua kuah sah pai liau。,Done,这部戏,,,,
287,There is a small shop by the road.,路边儿有个小商店。,loh bi u tsit lei sue tiam。,Done,路边，商店,,,,
288,My elder brother loves soccer.,我哥哥非常喜欢足球运动。,ua tua hia tsin dzia su gah ti giu 。,Done,,,,,
289,He has always been standing by the river. He didn't go anywhere else.,他一直站在河边儿，没去别的地方。,i it tiq tiq kia bahng ho bi ，bo ki to lo 。,Done,河,,,,
290,We are good friends. I know him very well.,我们是好朋友，我非常了解他。,lah nahng si ho peing u ，ua tsin dzia liau kaii 。,Done,了解,,,,
291,"I studied at China, the school fees aren't too high.",我在中国留学，费用不太高。,ua te tioong gohk taht tsei ，kai siau bue tsin tsue 。,Done,开销,,,,
292,The television will be damaged easily when placed at the edge of the table.,电视机放在桌子边儿上，容易打碎。,tian si gi pahng te to teing bi tau，gue tsohng pai ,Done,,,,,
293,Their opinions differ,他们意见不统一,in nahng i gi bue so siang,Done,,,,,
294,This month's administrative expenses have been depleted.,这个月的办公费用用完了。,tsi gei ei lui iong uan liau 。,Done,,,,,
295,The cost of living here is very high.,我在这里生活，费用很高。,ua te tsit tau kai siau tsin dzia tsue 。,Done,,,,,
296,"His address has changed, he lives at the 5th unit now.",他的地址改了，现在住五号楼。,i ei tei dzi ua liau ，dzi dzun kia goh ho lau。,Done,地址，楼,,,,
297,We can't get this amount of money at such short notice.,我们拿不出这笔钱。,lah nahng gia bue tshut tsi bit lui 。,Done,,,,,
298,"This place is too small, let's swicth to another location for our meeting.",这个地方太小，我们改个地方开会吧。,tsi lei soh tsai tsin sue ，lah nahng ua tsit lei soh tsai kui hue。,Done,,,,,
299,It takes alot of money to buy a house.,买房子是一笔不小的费用。,bue 房子si it bit bue sue ei 费iong 。,Done,,,,,
300,"I am not free today, let's meet up some other time.",今天我有事，我们改别的时间见面吧。,gin lit ua u ming gia ，lah nahng ua bahq ei si gahn gi bin。,Done,,,,,
301,"He knows that it is wrong to do that, but he refuses to change.",他明明知道那样做不对，可就是不改。,i meing meing tsai ia ah ni kuan dzo si tsoh ei ，gah si bue gai bian 。,Done,,,,,
302,He said that it would be hard for him to meet up next time.,他说：“我们以后很难见面了。”,i gohng ：“ua nahng ei bai tsin dzia kahng koh gi bin liau 。”,Done,,,,,
303,"You didn't change at all, you still look so young.",你的样子一点儿也没改，还是那么年轻。,le ei bin dzi diam mah bo bin ，ge si ah ni siau lian。,Done,年轻,,,,
304,Her husband stopped drinking,丈夫改了爱喝酒的毛病,i ei ahng bo lim tsiu liau,Done,,,,,
305,"He corrects himself when he is wrong, hence everyone likes him.",他有错儿就改，大家都喜欢他。,i u tsoh tio ei bian，tah lahng long tsong su gah i 。,Done,,,,,
306,"This pair of pants is too long, he didn't help me tailor it.",这条裤子太长，他没帮我改。,tsi tiau koh tsin tuhng，i bo gah ua gue。,Done,改衣服,,,,
307,"This word is wrong, please correct it.",这个字写错了，请改一下儿。,tsi lei dzi sia tsoh liau ，ai gue。,Done,改,,,,
308,This sentence has a problem; it needs to be changed.,这个句子有问题，需要改一下儿。,tsi gu ue u bun tue ，ua tsit ei。,Done,,,,,
309,"This passage is very well written, there is no need to edit it.",这篇文章很好，不用改了。,tsi ei tso bun sia gah dzia ho ，mian gue liau 。,Done,,,,,
310,Your careless habit must be changed.,你这马虎的毛病一定要改一改。,le tso ming gia mai an ni tsoh sim。,Done,,,,,
311,"Her dog died, so she felt very sad.",她的小狗死了，她感到非常难过。,i ei kau si liau ，i tsin dzia siong sim 。,Done,,,,,
312,"This book has too many concept, I cannot understand it.",这本书里的概念太多，我看不明白。,tsi bun tsei lai min ei 概念tsin tsue ，ua kuah bue ming beiq 。,,,,,,
313,We should have a clear understanding of what is right and what is wrong.,什么是对，什么是错，我们应该有明确的概念。,si mi si tui ，si mi si tsoh ，lah nahng  in gai liau gai。,Done,,,,,
314,can someone explain this problem to me?,有人能给我解释这个问题吗？,u lahng ei sai gai seiq tsit ei bun tue ho ua bo?,Done,解释,,,,
315,You must not slouch when you walk,走路不能驼背。,gia loh bei sai kiau gu 。,Done,,,,,
316,"Nowadays, young people like to wear charcoal-coloured clothes",现在年轻人很喜欢穿跟墨一样颜色的衣服。,dzi dzun siau lian lahng tsin dzia su gah tsheing oh oh ei sah koh 。,Done,年轻人,,,,
317,"She is a black-haired, yellow-skinned Chinese lady.",她是一个黑头发，黄皮肤的中国姑娘。,heiq ei tioong gohk tsah boh tah muhng si oh ei，phei hu si ng ei,Done,皮肤,,,,
318,The small fella's black face revealed white teeth when he smiled.,小伙子黑黑的脸，一笑就露出白白的牙。,heiq ei gin nah bin oh oh，tsit tsio tio tshut pei pei ei gei。,Done,牙齿,,,,
319,"After I went to the beach once, I became tanned.",去了一趟海边儿，人都晒黑了。,ki liau hai gi tsi lit，lahng long tsong paht oh liau 。,Done,海边，晒,,,,
320,"It is cold and dark outside, so you should not leave.",外面又冷又黑，你别走了。,ua kau iu kua iu oh ，le mai gia liau 。,Done,,,,,
321,"When I went for class, he hadn't woken up yet; when I returned to the hostel, he was still asleep.",我去上课时，他没起床，我回宿舍时，他还在睡觉。,ua ki tsiong koh si ，i ah bue ki lai ，ua teng lai si ，i ge te kun 。,Done,,,,,
322,Don't forget to switch off the light when you leave the house.,出门的时候，别忘了关灯。,tshut muhng si，mai bue ki gue hue 。,Done,,,,,
323,"After the sun sets, the house cannot be seen.",太阳下山以后，屋里就看不见了。,lit tau lo sua liu ，tshu lai bin tio ahm liau 。,Done,太阳 lit tau,,,,
324,"When I was young, I was really scared of the dark, so Mother usually switched off the light only after I fell asleep. ",我小的时候，特别怕黑，常常等我睡着以后，妈妈才关灯。,ua sue ei si dzun tsin kia oh ，ai kun liau gah ei sai gui teing。,Done,,,,,
325,"Switch on the light when reading books, or it will be too dark.",看书的时候把灯打开，要不然光线太黑了。,kuah tsei ai kui teing ，bo ei tsin ahm 。,Done,,,,,
326,He pitied the poor person.,他同情那里的穷人。,i 同情hiq 里ei 穷lahng 。,,,,,,
327,"After keeping it in his mouth for some time, he spat it out.",含了一会儿，他就吐出来了。,含liau it ei 儿，i tio 吐tshut lai liau 。,,,,,,
328,"Everyone else is resting, but Anna is still revising her work.",别人都休息了，安娜还在复习功课。,tahq ei lahng long tsong kun liau ，ei ge te dzo gohng ko。,Done,,,,,
329,He just entered primary school; he is still a child.,他刚上小学，还是个孩子。,i taht sue oh nia ，guh sue hahn 。,Done,,,,,
330,"It's been a week, but he still hasn't recovered from his sickness.",已经一个星期了，他的病还没好。,tsit ei lei bai liau ，i ei bi ge si ah bue ho 。,Done,,,,,
331,I love lively children the most.,我最喜欢活泼的孩子。,ua siang su gah ua 泼ei giah 。,,,,,,
332,"He's almost forty years old, but still isn't married yet.",快四十岁了，他还没结婚。,ai si tsahp hue liau ，i ge ah bue geiq hun 。,Done,,,,,
333,The teacher is currently telling a story to the children.,老师正在给孩子们讲故事。,lau 师正te hoh giah 们gohng goh suh 。,,,,,,
334,"We are all so old, but you are still young and beautiful.",我们都老了，你还那么年轻、漂亮。,lah nahng lau liau ，le ge ah siau lian、ge sui 。,Done,,,,,
335,That cheeky child is actually very smart.,那个淘气的孩子其实很聪明。,hiq lei pai si ei gin nah 其实 si tsin dzia tsohng meing。,,淘气，其实，聪明,,,,
336,"The mother is very pretty, but the daugher is even prettier.",母亲很漂亮，女儿比母亲还漂亮。,lau bu tsin dzia sui ，tsah boh kia bi lau bu ge sui 。,Done,,,,,
337,Our children are all working.,我们的孩子都工作了。,lah nahng ei giah long tsong tso kahng liau 。,Done,,,,,
338,The old lady is already one hundred years old,老奶奶已经一百岁了,lau ah mah i geing tsit pahk hue liau,Done,,,,,
339,Our son and our daughter are both working already.,我们的儿子和我们的女儿都工作了。,lah nahng ei giah gah tsah boh kia long tsong tso kahng liau 。,Done,,,,,
340,"I did badly the last time, this time I did even worse.",上次我考得不好，这次比上次考得还差。,tiong bai ua ko bo ho seing dzit ，tseiq bai ko gah bi tiong bai lau ia。,Done,考，成绩，差,,,,
341,"Doctor, my head hurts.",大夫，我的头特别痛。,i seing，ua ei thau tia 。,Done,,,,,
342,"Other than buying clothes, what else did you buy?",除了买衣服以外，你还买什么？,除liau bue sah koh 以外，le ge bue si mi ？,,,,,,
343,"You watch the kids, I'll cook.",你照看孩子，我做饭。,le kuah giah ，ua dzo buhng 。,Done,,,,,
344,"Ater buying the clothes, do you still want to buy anything else?",买了衣服后，你想再买别的东西吗？,bue liau sah koh，le u bahq hahng ming gia bue bo ？,Done,,,,,
345,Mother praised me for being a good child.,妈妈夸我是好孩子。,lau bu gohng ua si tsit ei ho giah 。,Done,,,,,
346,Where are you all going?,你们还去哪儿？,nin nahng ge ki to lo？,Done,,,,,
347,which doctor do you go to when you are sick?,你生病是去看那一个医生？,le pua bi si ki to lo tsit lei i seing kuah bi ？,Done,,,,,
348,This hospital has good qualities.,这家医院的条件很好。,tsi tsu 医院ei tiau 件tsin dzia ho 。,,,,,,
349,"During summer, I want to watch the sea with my friends.",夏天的时候，我要和我的朋友看海。,夏lit ei si dzun ，ua ai gah ua ei peing u kuah hai。,,,,,,
350,He can speak Mandarin and English,他会说汉语和英语。,i ei hiau gohng tuhng lahng gah eng mun。,Done,英文,,,,
351,I like to swim in the sea,我喜欢在海里游泳,ua su gah te hai dei siu tsui。,Done,游泳,,,,
352,"Two bottles of beer isn't enough, we still have to buy two more.",两瓶啤酒哪儿够，还得去买两瓶。,neng gun tsiu to lo gau ，ge ki bue neng gun 。,Done,,,,,
